n_exp,w1,w2,k_value,rho,n_obs,n_hidden,T,original_phrase,attacked_phrase,hamming_d2target,d2original,exp_util,original_acc,attacked_acc,seconds
1,2.0,1.0,10000000.0,1.0,300,29,30,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['national', 'soldiers', 'international', 'men', 'say', 'recent', 'men', 'newspaper', 'suspected', 'pakistani', 'died', 'rights', 'years', '20', 'sudan', ')', 'members', 'still', 'men', 'growth', 'place', 'growth', 'bomb', 'weapons', 'house', '2003', 'least', 'work', 'said', 'countries']",0.26666666666666666,0.0,70.97668564672539,1.0,0.1,3000
2,2.0,1.0,10000000.0,1.0,300,29,30,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['attack', 'released', 'energy', 'aid', 'officials', 'month', 'court', 'international', 'minister', 'nuclear', 'terrorist', 'part', 'others', 'states', 'parliament', ',', 'countries', ',', 'group', 'united', 'soldiers', 'palestinian', ')', 'violence', 'number', 'groups', 'states', 'venezuela', 'place', 'taleban']",0.16666666666666666,0.1,73.70221067631026,1.0,0.16666666666666666,3000
3,2.0,1.0,10000000.0,1.0,300,29,30,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['elections', 'told', 'died', 'talks', 'global', 'former', 'weeks', 'violence', 'late', 'military', 'agreement', 'soldiers', 'groups', 'health', 'men', ',', 'general', 'islamic', 'africa', 'tuesday', 'russia', 'political', 'general', 'food', 'media', 'expected', 'second', 'former', 'killed', 'al-qaida']",0.3333333333333333,0.03333333333333333,75.88519572836701,1.0,0.26666666666666666,3000
4,2.0,1.0,10000000.0,1.0,300,29,30,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['washington', 'sudan', 'first', 'since', '10', 'israel', 'talks', 'five', 'month', 'years', 'billion', 'reporters', 'car', 'soldiers', 'hit', 'pakistan', 'early', 'world', 'place', 'say', 'members', 'said', 'economy', 'came', 'rebels', 'meanwhile', 'wounded', 'fighting', 'used', 'reporters']",0.23333333333333334,0.03333333333333333,71.68860366048838,1.0,0.13333333333333333,3000
5,2.0,1.0,10000000.0,1.0,300,29,30,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['authorities', 'still', 'among', 'car', 'six', 'former', 'visit', '(', 'france', 'media', 'plans', 'efforts', 'weeks', 'insurgents', 'people', 'bird', 'elections', 'others', 'bomb', 'insurgents', 'north', 'years', 'found', 'weeks', 'four', 'would', 'northern', 'insurgents', 'early', 'turkey']",0.4,0.13333333333333333,81.0942511675849,1.0,0.16666666666666666,3000
6,2.0,1.0,10000000.0,1.0,300,29,30,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['elections', 'said', 'wednesday', 'countries', 'israeli', 'south', 'pakistan', 'another', 'spokesman', 'soldiers', ',', 'israeli', 'men', ',', 'late', 'killed', 'southern', ',', 'months', 'states', 'insurgents', 'soldiers', 'weeks', 'leaders', 'local', ""'s"", 'russian', 'leaders', ')', 'trade']",0.5333333333333333,0.26666666666666666,93.95744592227888,1.0,0.36666666666666664,3000
7,2.0,1.0,10000000.0,1.0,300,29,30,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['u.n.', 'said', 'southern', 'members', 'six', 'talks', 'elections', 'suspected', 'rights', 'countries', ',', 'released', 'baghdad', 'terrorist', 'rights', ',', 'man', 'countries', 'years', 'states', 'others', 'years', 'program', 'tehran', 'elections', 'last', 'prime', 'rebels', ')', 'chinese']",0.4666666666666667,0.2,90.15379682288929,1.0,0.4,3000
8,2.0,1.0,10000000.0,1.0,300,29,30,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['weapons', 'said', 'near', 'countries', 'two', 'countries', 'people', 'next', 'accused', 'officials', ',', 'people', 'global', 'years', 'months', ',', 'forces', ',', 'korea', 'rebels', 'forces', 'people', 'darfur', 'members', 'washington', ""'s"", 'chinese', 'weeks', ')', 'spokesman']",0.7,0.23333333333333334,100.52680364270795,1.0,0.43333333333333335,3000
9,2.0,1.0,10000000.0,1.0,300,29,30,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['rebels', 'said', 'among', 'officials', 'elections', '2003', 'talks', 'number', 'years', 'news', ',', 'second', 'years', 'nation', 'people', 'came', 'al-qaida', ',', 'weeks', 'global', 'arrested', 'africa', ')', 'afghanistan', 'nations', 'israeli', 'several', 'men', 'al-qaida', ',']",0.4666666666666667,0.2,89.8708637792059,1.0,0.36666666666666664,3000
0,2.0,1.0,10000000.0,1.0,300,29,30,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['washington', 'bomb', 'democratic', 'groups', 'african', 'afghanistan', 'officials', '(', 'prime', 'afghanistan', 'talks', 'militants', 'countries', 'meeting', 'year', 'weeks', 'told', 'month', 'reporters', 'friday', 'pakistani', 'last', 'baghdad', 'troops', 'african', 'plan', 'western', 'countries', 'sudan', 'made']",0.3,0.03333333333333333,74.87525310142615,1.0,0.2,6000
1,2.0,1.0,10000000.0,1.0,300,29,30,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['thousands', 'told', 'others', 'insurgents', 'town', 'troops', 'early', 'mr.', 'charges', 'groups', ',', 'states', 'authorities', 'u.n.', 'rights', 'minister', 'groups', ',', 'members', 'human', 'u.n.', 'days', 'house', 'taleban', 'took', 'military', 'work', 'thousands', 'also', 'israeli']",0.4,0.06666666666666667,80.08840851599241,1.0,0.23333333333333334,6000
2,2.0,1.0,10000000.0,1.0,300,29,30,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['workers', 'support', 'economy', 'council', 'one', '""', 'members', '(', 'british', 'detained', 'food', 'iranian', 'people', 'local', 'elections', 'nato', 'years', ',', 'forces', 'charges', 'authorities', 'members', '20', 'people', 'among', ""'s"", 'islamic', 'including', ')', 'number']",0.4666666666666667,0.13333333333333333,86.82338138740316,1.0,0.2,6000
3,2.0,1.0,10000000.0,1.0,300,29,30,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['people', 'said', 'killing', 'countries', 'six', 'talks', 'troops', '(', 'since', 'attacks', ',', 'people', 'officials', ',', 'groups', ',', 'officials', ',', 'following', 'end', 'officials', 'weapons', 'political', 'years', 'soldiers', ""'s"", 'several', 'officials', 'virus', 'place']",0.8,0.3,108.62486297974638,1.0,0.4,6000
4,2.0,1.0,10000000.0,1.0,300,29,30,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['people', 'troops', 'among', 'troops', 'six', 'members', 'talks', 'leaders', 'among', 'officials', ',', 'authorities', 'korea', ',', 'authorities', ',', 'talks', ',', 'authorities', 'states', 'officials', 'officials', 'afghan', 'authorities', 'authorities', ""'s"", 'nuclear', 'attacks', ')', 'violence']",0.8,0.43333333333333335,112.78810605740563,1.0,0.5,6000
5,2.0,1.0,10000000.0,1.0,300,29,30,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['people', 'said', 'among', 'elections', 'six', 'officials', 'authorities', '(', 'among', 'rebels', ',', 'officials', 'troops', ',', 'police', ',', 'officials', ',', 'people', 'states', 'prices', 'people', 'nation', 'members', 'officials', ""'s"", 'nuclear', 'rights', ')', ',']",0.9,0.43333333333333335,117.0185828646244,1.0,0.5333333333333333,6000
6,2.0,1.0,10000000.0,1.0,300,29,30,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['charges', 'said', 'since', 'elections', 'six', 'days', 'talks', '(', 'among', 'officials', ',', 'members', 'thousands', ',', 'troops', ',', 'people', ',', 'militants', 'states', 'attacks', 'militants', ')', 'people', 'defense', ""'s"", 'mr.', 'talks', 'eu', 'near']",0.8333333333333334,0.4,110.85322891196198,1.0,0.5333333333333333,6000
7,2.0,1.0,10000000.0,1.0,300,29,30,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['years', 'said', 'among', 'people', 'six', 'officials', 'talks', '(', 'outside', 'troops', ',', 'people', 'troops', ',', 'members', ',', 'forces', ',', 'forces', 'states', 'others', 'forces', ')', 'officials', 'talks', ""'s"", 'nuclear', 'officials', ')', ',']",0.9666666666666667,0.4666666666666667,119.7627095809393,1.0,0.5666666666666667,6000
8,2.0,1.0,10000000.0,1.0,300,29,30,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['officials', 'said', 'iraqi', 'countries', 'four', 'soldiers', 'soldiers', '(', 'among', 'troops', ',', 'years', 'forces', ',', 'talks', ',', 'others', ',', 'japan', 'states', 'insurgents', 'groups', ')', 'men', 'talks', ""'s"", 'nuclear', 'rebels', ')', ',']",0.9,0.43333333333333335,115.78943005479098,1.0,0.5333333333333333,6000
9,2.0,1.0,10000000.0,1.0,300,29,30,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['troops', 'said', 'among', 'countries', 'two', 'others', 'years', 'work', 'among', 'years', ',', 'authorities', 'forces', ',', 'people', ',', 'russia', ',', 'soldiers', 'states', 'rebels', 'prime', ')', 'officials', 'officials', ""'s"", 'nuclear', 'people', ')', ',']",0.8666666666666667,0.4666666666666667,116.28765142779798,1.0,0.6,6000
