n_exp,w1,w2,k_value,rho,n_obs,n_hidden,T,original_phrase,attacked_phrase,kl-d,p_clean,p_att,d2original,exp_util,seconds
4,1.0,5.0,10000000.0,1.0,300,29,1,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['mr.', 'said', 'state', 'countries', 'said', 'pakistani', 'talks', '(', 'china', 'china', ',', 'area', 'korea', ""'s"", 'japan', ',', 'russia', 'korea', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', 'economy', 'peace', 'program', ')', '.']",3.801438990104499,"[1.88455612e-03 4.93927844e-02 2.63316587e-02 1.61259943e-03
 9.23459953e-05 4.83972357e-01 1.67487896e-03 8.55984454e-03
 6.86581241e-02 1.03484642e-03 1.76097860e-03 8.17082203e-04
 4.26442988e-03 6.65815386e-02 6.83473217e-02 1.29015509e-03
 3.11439419e-02 1.66021126e-02 8.91560412e-04 9.27760477e-03
 3.84478165e-03 1.10930151e-03 7.61171117e-03 2.95906993e-02
 5.96832199e-03 3.23813792e-02 4.37955948e-02 5.02768554e-03
 2.64798030e-02]","[1.16053478e-04 3.84436415e-03 1.56544355e-03 1.32258828e-04
 5.53756208e-06 1.80002923e-03 9.12885904e-05 7.09648738e-04
 3.34015755e-03 5.01057792e-05 1.11642898e-04 4.85331034e-05
 3.90104178e-04 4.14494289e-03 4.52475689e-03 1.13239174e-04
 2.01348490e-03 1.50754932e-03 2.32481106e-04 6.69007114e-04
 3.20874309e-05 7.37493361e-05 5.99183099e-04 8.53603532e-01
 4.56444882e-04 1.13697870e-01 3.17939224e-03 4.50749550e-04
 2.49636314e-03]",0.7,109.80146640320419,3000
8,1.0,5.0,10000000.0,1.0,300,29,1,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['mr.', 'said', 'nations', 'countries', '""', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'second', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']",4.692611930575121,"[1.88455612e-03 4.93927844e-02 2.63316587e-02 1.61259943e-03
 9.23459953e-05 4.83972357e-01 1.67487896e-03 8.55984454e-03
 6.86581241e-02 1.03484642e-03 1.76097860e-03 8.17082203e-04
 4.26442988e-03 6.65815386e-02 6.83473217e-02 1.29015509e-03
 3.11439419e-02 1.66021126e-02 8.91560412e-04 9.27760477e-03
 3.84478165e-03 1.10930151e-03 7.61171117e-03 2.95906993e-02
 5.96832199e-03 3.23813792e-02 4.37955948e-02 5.02768554e-03
 2.64798030e-02]","[7.20307670e-05 1.69036128e-03 8.80465611e-04 5.37122894e-05
 3.12533337e-06 7.53558331e-04 5.80001966e-05 2.75654122e-04
 2.39118555e-03 3.53343384e-05 6.96813548e-05 2.96450460e-05
 1.58299160e-04 2.21011968e-03 2.43001067e-03 4.77361472e-05
 9.16547575e-04 5.78930046e-04 3.00965489e-05 3.00344930e-04
 1.30349328e-04 3.89997739e-05 2.77965791e-04 9.79392299e-04
 2.01319484e-04 1.06417079e-03 1.40476050e-03 2.01496210e-04
 9.82716707e-01]",0.9,140.69284441229553,3000
5,1.0,5.0,10000000.0,1.0,300,29,1,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['mr.', 'fighting', 'among', 'japan', '""', 'party', 'talks', '(', 'among', 'china', 'NUM-year-old', 'south', 'terrorist', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']",4.932907368609866,"[1.88455612e-03 4.93927844e-02 2.63316587e-02 1.61259943e-03
 9.23459953e-05 4.83972357e-01 1.67487896e-03 8.55984454e-03
 6.86581241e-02 1.03484642e-03 1.76097860e-03 8.17082203e-04
 4.26442988e-03 6.65815386e-02 6.83473217e-02 1.29015509e-03
 3.11439419e-02 1.66021126e-02 8.91560412e-04 9.27760477e-03
 3.84478165e-03 1.10930151e-03 7.61171117e-03 2.95906993e-02
 5.96832199e-03 3.23813792e-02 4.37955948e-02 5.02768554e-03
 2.64798030e-02]","[5.42142260e-05 1.65334422e-03 5.75583300e-04 4.67311197e-05
 2.60932486e-06 6.78481318e-04 4.25729758e-05 1.82254756e-04
 1.69007999e-03 2.23974861e-05 4.22798774e-05 3.22895014e-05
 1.01748875e-04 1.80797963e-03 2.72835872e-03 2.30974591e-04
 9.70816946e-04 1.22290998e-03 2.50963729e-05 1.44300862e-04
 8.99317806e-05 4.09561750e-05 1.70922467e-04 7.20860596e-04
 1.21803580e-04 3.54511282e-04 1.42875963e-04 4.08088234e-04
 9.85695026e-01]",0.8333333333333334,130.93308446126898,3000
9,1.0,5.0,10000000.0,1.0,300,29,1,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['suspected', 'said', 'among', 'countries', 'six', 'party', 'army', '(', 'among', 'china', ',', 'south', 'korea', ',', 'power', 'britain', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']",0.0030561424782024355,"[1.88455612e-03 4.93927844e-02 2.63316587e-02 1.61259943e-03
 9.23459953e-05 4.83972357e-01 1.67487896e-03 8.55984454e-03
 6.86581241e-02 1.03484642e-03 1.76097860e-03 8.17082203e-04
 4.26442988e-03 6.65815386e-02 6.83473217e-02 1.29015509e-03
 3.11439419e-02 1.66021126e-02 8.91560412e-04 9.27760477e-03
 3.84478165e-03 1.10930151e-03 7.61171117e-03 2.95906993e-02
 5.96832199e-03 3.23813792e-02 4.37955948e-02 5.02768554e-03
 2.64798030e-02]","[6.49220599e-04 5.04405323e-02 3.31972150e-02 1.49971141e-03
 1.10710575e-04 4.66460456e-01 1.57424655e-03 8.02020637e-03
 6.99326160e-02 1.09189259e-03 6.97501444e-04 7.85475620e-04
 4.31761912e-03 6.94139089e-02 7.55307193e-02 1.38950159e-03
 3.27106457e-02 1.66870009e-02 8.11677297e-04 9.32587709e-03
 3.85644620e-03 1.12964996e-03 7.77965427e-03 2.98084175e-02
 5.74774967e-03 3.17581365e-02 4.18894150e-02 5.06243030e-03
 2.83213660e-02]",0.8666666666666667,131.00305763386788,3000
6,1.0,5.0,10000000.0,1.0,300,29,1,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['police', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', 'reported', 'south', 'korea', 'army', 'japan', 'department', 'end', ',', 'korea', 'states', 'north', 'council', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', 'indian', '.']",4.28478646722346e-06,"[1.88455612e-03 4.93927844e-02 2.63316587e-02 1.61259943e-03
 9.23459953e-05 4.83972357e-01 1.67487896e-03 8.55984454e-03
 6.86581241e-02 1.03484642e-03 1.76097860e-03 8.17082203e-04
 4.26442988e-03 6.65815386e-02 6.83473217e-02 1.29015509e-03
 3.11439419e-02 1.66021126e-02 8.91560412e-04 9.27760477e-03
 3.84478165e-03 1.10930151e-03 7.61171117e-03 2.95906993e-02
 5.96832199e-03 3.23813792e-02 4.37955948e-02 5.02768554e-03
 2.64798030e-02]","[1.87952509e-03 4.93472238e-02 2.62676371e-02 1.61576661e-03
 9.23972347e-05 4.84839170e-01 1.67196042e-03 8.54315632e-03
 6.85102469e-02 1.03169506e-03 1.75626300e-03 8.16263227e-04
 4.24748004e-03 6.65957080e-02 6.81966526e-02 1.29686751e-03
 3.13189144e-02 1.66141714e-02 8.90304609e-04 9.23771651e-03
 3.83367819e-03 1.11266595e-03 7.57492219e-03 2.94717875e-02
 5.95240451e-03 3.22030272e-02 4.34567294e-02 5.03838072e-03
 2.65872843e-02]",0.7333333333333333,111.00000428405644,3000
7,1.0,5.0,10000000.0,1.0,300,29,1,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['mr.', 'said', 'among', 'countries', 'six', 'muslim', 'talks', '(', 'among', 'china', 'force', 'south', 'foreign', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'control', 'korea', ""'s"", 'nuclear', 'program', ')', '.']",0.010961632140786697,"[1.88455612e-03 4.93927844e-02 2.63316587e-02 1.61259943e-03
 9.23459953e-05 4.83972357e-01 1.67487896e-03 8.55984454e-03
 6.86581241e-02 1.03484642e-03 1.76097860e-03 8.17082203e-04
 4.26442988e-03 6.65815386e-02 6.83473217e-02 1.29015509e-03
 3.11439419e-02 1.66021126e-02 8.91560412e-04 9.27760477e-03
 3.84478165e-03 1.10930151e-03 7.61171117e-03 2.95906993e-02
 5.96832199e-03 3.23813792e-02 4.37955948e-02 5.02768554e-03
 2.64798030e-02]","[3.02467416e-03 5.32750407e-02 4.24047597e-02 1.87242197e-03
 1.50358527e-04 4.73853160e-01 1.24409880e-03 8.69847904e-03
 5.00408480e-02 9.55868596e-04 2.77940352e-03 1.18389296e-03
 4.10465604e-03 6.45217115e-02 8.18112328e-02 1.47771889e-03
 3.32726668e-02 1.33111379e-02 7.41253666e-04 1.04545221e-02
 1.52174067e-03 1.15445787e-03 6.80386505e-03 3.12558267e-02
 6.22249303e-03 3.31022092e-02 3.85140129e-02 5.12205838e-03
 2.71254301e-02]",0.8666666666666667,131.01097317003078,3000
0,1.0,5.0,10000000.0,1.0,300,29,1,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['mr.', 'said', 'british', '.', 'six', 'month', 'efforts', '(', 'new', 'defense', ',', 'tehran', 'korea', 'told', 'suspected', ',', 'chief', 'baghdad', 'united', 'held', 'five', 'month', 'thousands', 'thousands', 'several', 'southern', 'nuclear', 'program', 'troops', 'wednesday']",2.3880123484925457,"[1.88455612e-03 4.93927844e-02 2.63316587e-02 1.61259943e-03
 9.23459953e-05 4.83972357e-01 1.67487896e-03 8.55984454e-03
 6.86581241e-02 1.03484642e-03 1.76097860e-03 8.17082203e-04
 4.26442988e-03 6.65815386e-02 6.83473217e-02 1.29015509e-03
 3.11439419e-02 1.66021126e-02 8.91560412e-04 9.27760477e-03
 3.84478165e-03 1.10930151e-03 7.61171117e-03 2.95906993e-02
 5.96832199e-03 3.23813792e-02 4.37955948e-02 5.02768554e-03
 2.64798030e-02]","[7.21667822e-04 8.02529415e-03 2.04135546e-03 9.69495034e-04
 2.18498225e-04 3.17829470e-02 1.95327213e-03 1.50404511e-03
 6.07473973e-03 1.43466785e-03 7.19643274e-04 4.63957952e-04
 1.24508409e-03 3.80876255e-03 4.19937849e-03 9.35680841e-04
 1.44186666e-03 7.85441702e-03 2.30461939e-03 2.36358094e-03
 4.71144447e-03 2.50363807e-03 1.66878108e-03 5.48327101e-03
 1.31642353e-03 1.50962082e-03 1.78144200e-03 1.54785007e-03
 8.99414555e-01]",0.3333333333333333,53.38798975144684,3000
1,1.0,5.0,10000000.0,1.0,300,29,1,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['attack', 'china', 'north', '.', 'people', 'west', 'council', '(', 'among', 'work', ',', 'south', 'korea', 'chinese', 'japan', ',', 'russia', ',', 'united', 'tuesday', 'foreign', 'korea', ')', 'north', 'korea', ""'s"", 'economy', 'program', ')', 'state']",3.9401499186838,"[1.88455612e-03 4.93927844e-02 2.63316587e-02 1.61259943e-03
 9.23459953e-05 4.83972357e-01 1.67487896e-03 8.55984454e-03
 6.86581241e-02 1.03484642e-03 1.76097860e-03 8.17082203e-04
 4.26442988e-03 6.65815386e-02 6.83473217e-02 1.29015509e-03
 3.11439419e-02 1.66021126e-02 8.91560412e-04 9.27760477e-03
 3.84478165e-03 1.10930151e-03 7.61171117e-03 2.95906993e-02
 5.96832199e-03 3.23813792e-02 4.37955948e-02 5.02768554e-03
 2.64798030e-02]","[3.27688292e-04 8.23492805e-03 2.95454398e-03 9.04129341e-04
 2.48204939e-04 9.99035133e-04 8.12665604e-04 1.17131322e-03
 3.32382149e-03 1.28499367e-03 3.80752035e-04 6.77849653e-04
 9.91874244e-04 3.09788569e-03 1.10824773e-02 1.17442308e-03
 1.33481292e-01 4.63831763e-03 9.92503210e-04 2.49429779e-03
 1.10637395e-03 2.22756627e-03 1.29690538e-03 6.10882006e-03
 1.34434225e-03 1.44984924e-03 1.23027825e-03 1.46521682e-03
 8.04497651e-01]",0.5666666666666667,89.94033529149777,3000
2,1.0,5.0,10000000.0,1.0,300,29,1,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['blast', 'force', 'early', 'iraqi', 'agency', 'party', 'two', '(', 'among', 'china', 'border', 'tehran', 'released', 'plan', 'japan', ',', 'russia', ',', 'meeting', 'died', 'car', 'korea', ')', 'north', 'late', ""'s"", 'take', 'nations', 'another', '.']",2.241957120386751,"[1.88455612e-03 4.93927844e-02 2.63316587e-02 1.61259943e-03
 9.23459953e-05 4.83972357e-01 1.67487896e-03 8.55984454e-03
 6.86581241e-02 1.03484642e-03 1.76097860e-03 8.17082203e-04
 4.26442988e-03 6.65815386e-02 6.83473217e-02 1.29015509e-03
 3.11439419e-02 1.66021126e-02 8.91560412e-04 9.27760477e-03
 3.84478165e-03 1.10930151e-03 7.61171117e-03 2.95906993e-02
 5.96832199e-03 3.23813792e-02 4.37955948e-02 5.02768554e-03
 2.64798030e-02]","[4.78512011e-04 1.75317861e-02 7.38956754e-03 6.04148525e-04
 2.05276845e-05 8.64261667e-03 5.75873759e-04 2.53828500e-03
 2.93571506e-02 3.14808288e-04 4.09328840e-04 5.38548818e-04
 1.22307829e-03 7.06178442e-01 1.58825137e-01 4.40409348e-04
 3.09315269e-02 4.26942188e-03 3.01140010e-04 1.78059619e-03
 1.17830970e-03 4.16416195e-04 1.57506072e-03 4.80012843e-03
 1.46306819e-03 5.23149236e-03 2.49595583e-03 2.28318369e-03
 8.20547947e-03]",0.43333333333333335,68.24236679048052,3000
3,1.0,5.0,10000000.0,1.0,300,29,1,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['mr.', 'said', 'arrested', 'countries', 'take', 'party', 'muslim', 'suicide', 'among', 'china', ',', 'economy', 'korea', ',', 'japan', 'leader', 'report', ',', 'trade', 'states', 'north', 'korea', ')', 'north', 'u.n.', ""'s"", 'world', 'military', ')', '.']",2.082661422122373,"[1.88455612e-03 4.93927844e-02 2.63316587e-02 1.61259943e-03
 9.23459953e-05 4.83972357e-01 1.67487896e-03 8.55984454e-03
 6.86581241e-02 1.03484642e-03 1.76097860e-03 8.17082203e-04
 4.26442988e-03 6.65815386e-02 6.83473217e-02 1.29015509e-03
 3.11439419e-02 1.66021126e-02 8.91560412e-04 9.27760477e-03
 3.84478165e-03 1.10930151e-03 7.61171117e-03 2.95906993e-02
 5.96832199e-03 3.23813792e-02 4.37955948e-02 5.02768554e-03
 2.64798030e-02]","[2.87291327e-04 2.38501270e-02 1.53190070e-02 6.65414093e-04
 5.04910195e-05 1.06713311e-02 7.30054856e-04 3.82784349e-03
 3.30555955e-02 5.38669080e-04 3.09722818e-04 3.69996839e-04
 2.04919238e-03 3.23060194e-02 3.71158196e-02 6.33086216e-04
 1.42460682e-02 7.62777545e-03 3.55401851e-04 4.66178385e-03
 1.82144081e-03 4.87666210e-04 5.85011468e-01 1.49692561e-02
 2.72490122e-03 1.59995395e-02 1.74756830e-01 2.23108986e-03
 1.33271170e-02]",0.6333333333333333,98.0829510207511,3000
7,1.0,5.0,10000000.0,1.0,300,29,1,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']",0.0,"[1.88455612e-03 4.93927844e-02 2.63316587e-02 1.61259943e-03
 9.23459953e-05 4.83972357e-01 1.67487896e-03 8.55984454e-03
 6.86581241e-02 1.03484642e-03 1.76097860e-03 8.17082203e-04
 4.26442988e-03 6.65815386e-02 6.83473217e-02 1.29015509e-03
 3.11439419e-02 1.66021126e-02 8.91560412e-04 9.27760477e-03
 3.84478165e-03 1.10930151e-03 7.61171117e-03 2.95906993e-02
 5.96832199e-03 3.23813792e-02 4.37955948e-02 5.02768554e-03
 2.64798030e-02]","[1.88455612e-03 4.93927844e-02 2.63316587e-02 1.61259943e-03
 9.23459953e-05 4.83972357e-01 1.67487896e-03 8.55984454e-03
 6.86581241e-02 1.03484642e-03 1.76097860e-03 8.17082203e-04
 4.26442988e-03 6.65815386e-02 6.83473217e-02 1.29015509e-03
 3.11439419e-02 1.66021126e-02 8.91560412e-04 9.27760477e-03
 3.84478165e-03 1.10930151e-03 7.61171117e-03 2.95906993e-02
 5.96832199e-03 3.23813792e-02 4.37955948e-02 5.02768554e-03
 2.64798030e-02]",1.0,151.0,6000
6,1.0,5.0,10000000.0,1.0,300,29,1,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']",0.0,"[1.88455612e-03 4.93927844e-02 2.63316587e-02 1.61259943e-03
 9.23459953e-05 4.83972357e-01 1.67487896e-03 8.55984454e-03
 6.86581241e-02 1.03484642e-03 1.76097860e-03 8.17082203e-04
 4.26442988e-03 6.65815386e-02 6.83473217e-02 1.29015509e-03
 3.11439419e-02 1.66021126e-02 8.91560412e-04 9.27760477e-03
 3.84478165e-03 1.10930151e-03 7.61171117e-03 2.95906993e-02
 5.96832199e-03 3.23813792e-02 4.37955948e-02 5.02768554e-03
 2.64798030e-02]","[1.88455612e-03 4.93927844e-02 2.63316587e-02 1.61259943e-03
 9.23459953e-05 4.83972357e-01 1.67487896e-03 8.55984454e-03
 6.86581241e-02 1.03484642e-03 1.76097860e-03 8.17082203e-04
 4.26442988e-03 6.65815386e-02 6.83473217e-02 1.29015509e-03
 3.11439419e-02 1.66021126e-02 8.91560412e-04 9.27760477e-03
 3.84478165e-03 1.10930151e-03 7.61171117e-03 2.95906993e-02
 5.96832199e-03 3.23813792e-02 4.37955948e-02 5.02768554e-03
 2.64798030e-02]",1.0,151.0,6000
5,1.0,5.0,10000000.0,1.0,300,29,1,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']",0.0,"[1.88455612e-03 4.93927844e-02 2.63316587e-02 1.61259943e-03
 9.23459953e-05 4.83972357e-01 1.67487896e-03 8.55984454e-03
 6.86581241e-02 1.03484642e-03 1.76097860e-03 8.17082203e-04
 4.26442988e-03 6.65815386e-02 6.83473217e-02 1.29015509e-03
 3.11439419e-02 1.66021126e-02 8.91560412e-04 9.27760477e-03
 3.84478165e-03 1.10930151e-03 7.61171117e-03 2.95906993e-02
 5.96832199e-03 3.23813792e-02 4.37955948e-02 5.02768554e-03
 2.64798030e-02]","[1.88455612e-03 4.93927844e-02 2.63316587e-02 1.61259943e-03
 9.23459953e-05 4.83972357e-01 1.67487896e-03 8.55984454e-03
 6.86581241e-02 1.03484642e-03 1.76097860e-03 8.17082203e-04
 4.26442988e-03 6.65815386e-02 6.83473217e-02 1.29015509e-03
 3.11439419e-02 1.66021126e-02 8.91560412e-04 9.27760477e-03
 3.84478165e-03 1.10930151e-03 7.61171117e-03 2.95906993e-02
 5.96832199e-03 3.23813792e-02 4.37955948e-02 5.02768554e-03
 2.64798030e-02]",1.0,151.0,6000
9,1.0,5.0,10000000.0,1.0,300,29,1,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']",0.0,"[1.88455612e-03 4.93927844e-02 2.63316587e-02 1.61259943e-03
 9.23459953e-05 4.83972357e-01 1.67487896e-03 8.55984454e-03
 6.86581241e-02 1.03484642e-03 1.76097860e-03 8.17082203e-04
 4.26442988e-03 6.65815386e-02 6.83473217e-02 1.29015509e-03
 3.11439419e-02 1.66021126e-02 8.91560412e-04 9.27760477e-03
 3.84478165e-03 1.10930151e-03 7.61171117e-03 2.95906993e-02
 5.96832199e-03 3.23813792e-02 4.37955948e-02 5.02768554e-03
 2.64798030e-02]","[1.88455612e-03 4.93927844e-02 2.63316587e-02 1.61259943e-03
 9.23459953e-05 4.83972357e-01 1.67487896e-03 8.55984454e-03
 6.86581241e-02 1.03484642e-03 1.76097860e-03 8.17082203e-04
 4.26442988e-03 6.65815386e-02 6.83473217e-02 1.29015509e-03
 3.11439419e-02 1.66021126e-02 8.91560412e-04 9.27760477e-03
 3.84478165e-03 1.10930151e-03 7.61171117e-03 2.95906993e-02
 5.96832199e-03 3.23813792e-02 4.37955948e-02 5.02768554e-03
 2.64798030e-02]",1.0,151.0,6000
4,1.0,5.0,10000000.0,1.0,300,29,1,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']",0.0,"[1.88455612e-03 4.93927844e-02 2.63316587e-02 1.61259943e-03
 9.23459953e-05 4.83972357e-01 1.67487896e-03 8.55984454e-03
 6.86581241e-02 1.03484642e-03 1.76097860e-03 8.17082203e-04
 4.26442988e-03 6.65815386e-02 6.83473217e-02 1.29015509e-03
 3.11439419e-02 1.66021126e-02 8.91560412e-04 9.27760477e-03
 3.84478165e-03 1.10930151e-03 7.61171117e-03 2.95906993e-02
 5.96832199e-03 3.23813792e-02 4.37955948e-02 5.02768554e-03
 2.64798030e-02]","[1.88455612e-03 4.93927844e-02 2.63316587e-02 1.61259943e-03
 9.23459953e-05 4.83972357e-01 1.67487896e-03 8.55984454e-03
 6.86581241e-02 1.03484642e-03 1.76097860e-03 8.17082203e-04
 4.26442988e-03 6.65815386e-02 6.83473217e-02 1.29015509e-03
 3.11439419e-02 1.66021126e-02 8.91560412e-04 9.27760477e-03
 3.84478165e-03 1.10930151e-03 7.61171117e-03 2.95906993e-02
 5.96832199e-03 3.23813792e-02 4.37955948e-02 5.02768554e-03
 2.64798030e-02]",1.0,151.0,6000
8,1.0,5.0,10000000.0,1.0,300,29,1,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['mr.', 'said', 'among', 'countries', '.', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']",4.587218559732862,"[1.88455612e-03 4.93927844e-02 2.63316587e-02 1.61259943e-03
 9.23459953e-05 4.83972357e-01 1.67487896e-03 8.55984454e-03
 6.86581241e-02 1.03484642e-03 1.76097860e-03 8.17082203e-04
 4.26442988e-03 6.65815386e-02 6.83473217e-02 1.29015509e-03
 3.11439419e-02 1.66021126e-02 8.91560412e-04 9.27760477e-03
 3.84478165e-03 1.10930151e-03 7.61171117e-03 2.95906993e-02
 5.96832199e-03 3.23813792e-02 4.37955948e-02 5.02768554e-03
 2.64798030e-02]","[7.01347290e-05 1.83817798e-03 9.80926220e-01 6.00137204e-05
 3.43670390e-06 8.49490642e-04 6.23314852e-05 3.18559034e-04
 2.55514754e-03 3.85123437e-05 6.55357279e-05 3.04081361e-05
 1.58702960e-04 2.47786634e-03 2.54358087e-03 4.80137877e-05
 1.15903788e-03 6.17856191e-04 3.31798811e-05 3.45270852e-04
 1.43085534e-04 4.12832284e-05 2.83273761e-04 1.10123315e-03
 2.22114185e-04 1.20508975e-03 1.62987567e-03 1.87107913e-04
 9.85459542e-04]",0.9666666666666667,150.58678252044885,6000
